960863589476126723	sperm	Sperm Whaleなのにマ○コウクジラとはこれ如何に
961235784773677061	クス	@kubituricat42 心配なんだね？(クスクス
961235753761042432	クス	ダリフラOPのフランクスが並ぶシーンが好きなんですよ、 なんだか美少女が乳比べしてるみたいで
961235692977205248	クス	今の俺の動画ってとても怖い状況にあるなと思った 例えばネタで「カメ〇ックス」とテキストを出したとする そうすると、コメントでカメックスなので「カメ〇クス」ですよとか来そう。
961235574093791232	クス	世間に対して、批判的にならず、シャッジをしないでくれて、ありがとう💙 貴方だけは、そうあって欲しい✨ 良い感じでいてくれてありがとう✨ クスクス笑ってる貴方の笑顔が大好きです💙✨
961235490849529856	クス	@Shogun_331 こいつらならシャンクスぐらい倒せそうだな
961240204030783488	オナ	今からオナ電できる人いますか〜ᕱ⑅ᕱ"カカオのIDをDMにください٩( 'ω' )وすぐかけれる人で！ #裏垢女子
961240163895492608	オナ	😋みんなどんなこと考えながら、オナしてるのかな？www😍
961240150226345985	オナ	見せ合い・オナ電・エロイプ考えた人天才だねwww フォロー＆リツイートの中から抽選するよー！
961240099772968962	オナ	@kyu_099 👍👍 オナ禁1週間して
961240050859036673	オナ	あの、声優さんのお話がもっと聞きたいっての、蒟蒻でオナろうとして大事なとこを火傷した鈴木達央氏のエピばっか頭に浮かんでくるので、もうちょい純粋にほんわかできる爆発夫婦みたいな新エピ知りたい。
961240031129092096	オナ	▼熊本セフレ募集情報！ 内容：年上男性に傅かれるのがすきです！過激なことはしませんので・・・お気軽にどうですか？言葉攻め、寸止め。オナ管理。 名前：♀maya 年齢：21歳 地域：菊池市 連絡先⇒このアカウントのプロフ欄URLから確認 日時：2/7(水)23:7
961239980994576384	オナ	本日の夜、露出オナします。 写メ 不倫 sexSMプレイパートナー募集中、性癖の合う方とLINE交換して会いたいなー…
961239942272663552	オナ	近い将来、「オナ猿」と「オナ禁している男」との圧倒的格差が露骨に現れてくる。時代の流れ的にも、イケメンですら、オナ禁しているブスにかなわない次第が絶対くる。だから、誰よりも早くオナ禁をマスターできた男から最高のセックスライフが待っているということ。
961239882084438022	オナ	オナ禁をすると増えるのがテストステロン。 オナニーをして増えるのはジヒドロテストステロン。（オナ禁）
961239793110675457	オナ	ふつうにオナ禁３日目。 帰ったらやばそうっ
961239786710171648	オナ	@nekomarudon こんなに臭い思いするぐらいなら…もう蒟蒻オナなんてしない！！！😢😢😢😢😢
961239737221574657	オナ	おやすみなさい♥♥ あなたのことを思いながらオナするね♥
961239732641439744	オナ	オナ禁中にkoe-koe聴くと我慢が辛い＞＜ まぁ聴かなくても仕事中とか無駄な時に勃起したりして辛いんですがw
961239612898160640	オナ	@INRANKoekoe ハッ！？？ 寝ながらオナしてる時に勢いあまって自分の顔にセーエキ掛かったら、自分を汚したコトになるから…自傷行為？←
961239569701089282	オナ	@menhera0623 オナ電しましょう！
961239480534368256	オナ	わたしにちんちんがあったら 毎日床オナした
961239450641575938	オナ	はやぶ●とこま●の連結するアレやソレ手に入れてしまってもうオナ●ーとまんないよ(暴言)
961239434376065029	オナ	オナ禁と運動 高められたエネルギーの発散のはけ口として、運動は非常に効果的です。また、オナ禁が続いているときはエネルギー状態が高くなるので持久系の運動で特に運動能力の伸びを実感できます。私の場合は、オナ禁で5000ｍを測ったりすると21分→18分くらいまでの伸びがありました。
961239420555833347	オナ	💜さっお風呂の前に少しオナしよーエロいの見たい笑💛
961239345616187392	オナ	@9w9pPcyBaCBKNU9 テレフォンセックス みんながいってるオナ電だよ
961239144755118081	オナ	オナ動(オナムビおな動おなむび)って見られたらなんでこんなに興奮するんだろwww 見たい人はフォロー＆リツイートよろ～♪
961239144625094656	オナ	オナ電とか見せ合いエロイプってなんでこんなに興奮するんだろwww したい人はフォロー＆リツイートよろ～♪
961239129093693440	オナ	オナ電も見せ合いもエロイプもいいけど、それだけで満足してる人がかわいそうwww もっと楽しくていい方法教えてあげたいwwwwww フォローとリツイートで教えちゃう!
961239109564956673	オナ	オナ動(オナムビおな動おなむび)の見せ合いしたことない人かわいそうwww フォローとリツイートしてカカオトークくれたら、やっちゃう!w メディアからカカオ読み取ってねー
961239096856166402	オナ	オナ動画撮ってたにゃ。 男性は需要はなさそうだけどね。 #エロ垢 #オナ動 #オナ動画 #見せ合い #オナサポ
961239060156112898	オナ	@SeiKai_C いつオナ電してくれるの！？！？()
961238976228044801	オナ	@kurowiz_yuki (オナ)ニーナ的な感じかな(-.-)y-~ 3/7と3/17はミーナ投稿するしかないですねぇ‼
961238948486955008	オナ	メンソレータム使ったオナ指示、最高に萌える
961238938336739328	オナ	【オナ禁　効果　メリット　デメリット】女の子の中でも付き合うと自分にプラスになるか、マイナスになるかどうかが自然とわかるようになっている。内面を見れるようになっている。
961238689270476800	オナ	生理前の絶頂期。おっぱいが張るのね。それに私の場合大きくなる。あと崩壊しそうなぐらいえっちしたくなるの。性欲がありすぎる。今日なんてオナして何回逝ったの？潮も吹いたし。気持ちよかった（＾_＾） #裏垢 #裏垢女子 #クズ日記
961238656374550528	オナ	禁止：オナ禁*オーガニズムでお願いします
961238626649559041	オナ	オナ見たい人はRTしてLINEしてね❤️❤️グチュグチュ音が激しめのやつあげちゃう😋w
961238515144040448	オナ	何のための オナ禁だったんだ！！ 会えないとか悲しい 勉強するか
961238494231257088	オナ	俺さ 今オナ禁してっから さっさと寝るわ
961238409778876416	オナ	私はこれからオナ禁を開始することをここに宣言します。#stopM #オナ禁タイマー
961238357547270146	オナ	オナ電できる人は固ツイからきてね(⋈◍＞◡＜◍)。✧♡
961238290438303746	オナ	【テストステロンの特徴】+ 決断力+ 意欲的+ チャレンジ精神#オナ禁 #おな禁タイマー #stopM
961237907141836801	オナ	@GNY001ASTRAEA 1週間過ぎたあたりからオナることすら考えてなかったわ
961237869745487872	オナ	もうビチョビチョで我慢できない💧😖💧誰かオナ手伝って😞🙏
961241520950067201	シコ	nativeの武蔵野タクミ シコいと思ったら原型師LESLyzerosixじゃん そりゃシコいよ
961241498460217345	シコ	＼関さんチャンピオンなんだからもう駅でシコらないでね／
961241468122755073	シコ	@yoshino_999 あねでしも まだ若いっ！ と言うか あの位が1番シコ
961241463198633984	シコ	いきなりおっぱいを主張するんじゃない、検索ワードに「シコ」がくっつくぞい
961241425051447296	シコ	ネガティブな美人とか、日常的にお前の存在価値はゴミクズ以下だとか言って自殺に追い込むレベルで泣かせて、ギリギリになったら甘々に犯して性行為だけに唯一の存在価値見出させて、縋る様に性行を求めて来る依存ガールに仕立てあげたいよね。古典的だけど、シコい。
961241417052930048	シコ	TLをゆっくり見る余裕もないくらいシコい
961241407896797184	シコ	@KaiHy どえっちだよね？シコカードだよね？？でも先輩からそういうまっとうな言葉をもらうと、あぁ私の感覚ってオタクなんだな…って実感してしまった😌💦
961241373012779008	シコ	@IOSnx 黒髪シコすぎて全米が泣いた シルビアさんは心が世界一綺麗だからほんとにステキ
961241348341813249	シコ	いつものことだけどね。舐められてるのかな。でも慕ってくれるこいつに悪い気はしない。 「うーん、まだ帰らないよ。」 シコ松教頭に頼まれた保健だよりまだ作ってないし。
961241336455155712	シコ	TLに人少なすぎ みんなシコってんのか()
961241273645465601	シコ	毎日お世話になっている先生のせいで日中ずっとシコることしか考えてない。中学生男子かよ
961241271795777537	シコ	@tom0chin_ でもゆるキャンのキャラが薄着でキャミソールとかホットパンツ着ててもシコれないでしょ
961241270084489216	シコ	@RE_CREDIT ところで今日は何回シコった？
961241267223998469	シコ	@koshihikari_b @homoTL ちょっともうほんと、好きなんですけど……字面だけで500000回シコれる
961241251176529920	シコ	学校行かずにシコシコとバイトだけしてるけど、社会奉仕してる割には家族的に「学校行ってないゴミ」みたいな感じになってるの一番笑う
961241146566455297	シコ	この垢で呟くことじゃないんだけど釈迦マスの新キャラ最高にシコいわ
961241145618546688	シコ	ゆるキャンはシコアニメらしいという話を聞いて一層見たくなった
961241105533579264	シコ	ゆるキャン見てないけど犬こって子シコれる…
961241096880766976	シコ	助六さんのJとどってかなりのレア物だよね……！？？お、俺のだーｯｯﾂ！！！ わがまま言って助六さんに無配まで送ってもらっちゃったの……😭💞授乳手コキよき……チョロトドはどうしてこんなに授乳手コキ似合うのかな？？トドちゃんがママだからかな……あぁあーーっシコい…🙈🙈
961241086868860929	シコ	けもシコとオナニーがほぼ同義になってる人もいるんですよ
961241056556666880	シコ	@bckchan ラジオ聴くしかねぇな🙁 泣きながらシコてりはなんかシュールやなwwww レンジャー系ならみっくが好きだからもえしじゃ無いワンチャン💩💩
961240970292441088	シコ	@tkkw4062 なんか眼鏡のシコい子が話してた！
961240844991832066	シコ	@1riririononon1 リオン氏、セクレポまじシコ。セクレポ上手くなりてぇっす師匠…！！！！
961240837169360896	シコ	性能でも容姿でもシコれるエッセル様は至高だと思いました（シコだけに
961240799550717952	シコ	13800円でクロシコの1050Ti売ってたからとりあえず値崩れするまでこれで行こう
961240783901700097	シコ	公式からの供給凄くてこれが公式の手のひらで踊らされてる感覚か……悪くない…っ！！！！！！ってなってました。どちゃくそシコい
961240755737051136	シコ	推しキャストシコってればワンダー勢だからワンダーは消えない
961240722908241920	シコ	@fumiguni_0123 cv植田佳奈ですでにシコいしイシュタル宝具2だからそのうち…
961240704482553856	シコ	まっっつつてこのミクリオの表情めっちゃシコい
961240649356926977	シコ	@ZeO_903 何度見てもシコいグス臣…………
961240557329702912	シコ	病床でシコってんのかよｗｗｗ ｳｯ(a month ago)
961240478254481409	シコ	でもエロゲってシコりながらやると致したあとのモチベが急降下するの、誰か分かっ亭
961240430766510080	シコ	@wsc_drr 分かります。 私も精神的にきている時は、シコる気になれないですから…(実際、質問箱荒しに逢った時、そうなりました)
961240304757096449	シコ	@hamatattsun おかげで獅子王が性能比較されてゴミカス扱いされるハメになってるのは言わずもながら…やっぱピュアシコが男受けするんだなぁ(遠い目)
961240281025675265	シコ	FF外からの突然リツイート許してください...デンジさんシコすぎるんです......ほんと......
961240274864242688	シコ	@yukinoo_daihuku ねぇねぇねぇねぇ雪ちゃんあんたやべぇよ...すべての評価シコいじゃないかよぉ...嬉しすぎる...殺せ...
961240254316298242	シコ	たまに、ゴーくんシコいところついて来るからやばい(やばい)
961240243251814400	シコ	@ni_0116 自分でもやばいと思ってるよ… でも家では結局AVでシコってる… 中身は何も成長してないんだ…
961240242228350976	シコ	レベボ通常シシコ流して、ドリボ夢ミニリュウゲットしちゃったもんね〜(๑´ω`๑) あとは所持済みの子だったから逃がしたけど、30体のうち4体ガンテツだった👌💕
961240205637267458	シコ	シャイニーカラーズ七草はづきさん大丈夫！？既にシコの権現じゃない！？
961235372108783616	コキ	@setoshin33 いくつもの女性を寝取り！させた手コキ！でかすぎる下ネタのメモリー！囚われないセオリー！いやらしくペロりん！俺の陰部はまさに戦闘機！俺の良さがわかったかセト神！
961235054553808896	コキ	@sani_jyoso さにくんのお尻の穴舐めながら手コキして射精させたい
961234957883486208	コキ	小さい頃、よく分かんないけどちんこが突然腫れて病院に行ったらちんこ痛いって言ってんのにジジイの医者にはじめての手コキされた。
961234849850785792	コキ	@kypocrite 髪コキまではふつうだよ。 俺は髪質髪食派だから少し歪んでるけど
961234645500096513	コキ	【高収入×日払い×エステ】 どうしてもキスが無理…　 触られるのが無理… ★脱がない・舐めない・触られない・舐められないという条件なら ★性感エステを選ぶのもありかと思います。 ★マッサージ＋手コキのサービスで1日3～5万円が平均です。 まずはＬＩＮＥ下さい。
961234478457700352	コキ	#DMM　＃R18　【準新作】【VR】VR 3Pスペシャル 美咲かんな×逢沢るる 乳首責めからスタート！手コキも交えた乳首責めにチ●ポがカッチカチになったところで、かんなチャンとるるチャンのオマ●コを交互にバックから挿入！
961234231568429057	コキ	ローション使って亀頭コキしてあげるとすっごい気持ち良さそうｗｗあの時だけはSになれる（･`ω･´) #裏垢女子
961233883197943808	コキ	まあでもたしかにひふみんは授乳手コキしてくれる系のキャラじゃないか…ハセミボックスの同人誌くらいだ俺の心を分かってくれるのは…
961233881243398144	コキ	火影様ちゃんに足コキされたいって昨日言ったな。
961233778118033408	コキ	ニナ「GN-004 ガンダムナドレね」 コウ「すごいキューティクルだな」 ニナ「うらやましいわ」 コウ「これは髪コキするっきゃない！」 ニナ「なんでピンク髪なのかしら」 コキ「……ピンクは淫乱」 ニナ「はっ！」
961233725563404288	コキ	『RT』セフレ募集♪Dくれれば返事します。 メル友 セックスレスなのでセックスフレンド急募！セックスしたいです…。 変態プレイ、足コキ、脚コキプレイしたい!!
961233705023893504	コキ	@nao555kv4 授乳手コキされたい
961233680608841728	コキ	『RT希望』セフレ募集です♪ 結婚 SMパートナー急募！セックスしたいです…。 変態プレイ、手コキ、スパイダー騎乗位、アナル舐め、脚コキプレイしたい!!
961233616121425921	コキ	『セフレ募集』セフレ募集♪Dください♪ メル友 手袋コキ、手袋プレイなど、手袋フェチ、マニアは必見、今やらなければ絶対損です♪ 出会いがいっぱい!! 詳しくはプロフで
961233310692200453	コキ	@ygr17131942 手コキのために6万近くを捨てさせるのはまずいですよ！
961233299971612672	コキ	たまに「授乳手コキはエロゲのイベントにも1キャラ1つ入れるべきだと思う」ってスレたってるくらいなのになんで…
961233165795803136	コキ	★岐阜セフレ募集情報更新！ 内容：脚をなめさせたりするのが大好きです❤脚コキとかも得意なんでして欲しいドエムくんとかいない… 名前：♀みるきー 年齢：28歳 地域：高山市 彼女の連絡先⇒当アカウントのプロフ欄URLから詳細確認 2月7日(水)22時40分の情報です♪
961233077233106944	コキ	極悪手コキすき あの親指側からぐりゅんぐりゅんやるやつ まさに匠の技
961233037529833473	コキ	授乳手コキはまだ一般性癖じゃないとでも言うのか
961232901101690880	コキ	Twitter検索に名前入れたら「脇コキ」がサジェストされるの汚染酷すぎでは・・・
961232861058580480	コキ	@_Liliz0 そのツヤツヤの髪って髪コキされるために存在するよね。
961232497802539008	コキ	いつもさびしく飲んでます…。 なっても良い人いたら、Dください♪ 脚フェチ 尻コキ 足コキセクフレ募集中(´ω｀) LINE交換大歓迎。出会いが欲しいです…
961232427887730688	コキ	『RT希望』セフレになってーーー＼(^o^)／ メル友 欲求不満かも… エッチな出逢い募集。 セックスしたいです…。 変態プレイ、足コキ、脚コキプレイしたい!!
961232393871872001	コキ	お店は、若い子向けのお店、人妻さん専門のお店、熟女さん専門のお店、ちょっとＳＭ要素があってお給料の高いお店、手コキまでしかできない！なんて方向けのお店、風俗はちょっと・・・なんて方向けのお店、色んなお店を色んな場所で経営しています！
961232326549168129	コキ	ぽぷらのポニテで髪コキして「もー！そんなに白いの出したらわたし白髪になっちゃうよー！」って叱られたい
961232252121198595	コキ	『RT』セフレになってください♪ 週末遊べるひといませんか…??セックスしたいです…。 変態プレイ、足コキ、脚コキプレイしたい!!
961232142721150976	コキ	そういえばひふみんのきらファンでの衣装めっちゃ授乳手コキしてくださいって感じの衣装だからそういう絵ないかなって探してみたら１枚もなかった 世知辛い世の中やでまったく
961232128041037824	コキ	『RTしてね』セフレ･･･ どうやって探せば･･･？ エロい話大好きｗ SMパートナー急募！格闘プレイ、格闘技プレイ、 変態プレイ、足コキ、脚コキプレイしたい!!
961232126107463682	コキ	セフレというよりも手コキ手マンフェラクンニだけの関係欲しさある
961232025301610496	コキ	赤面した女子中学生に罵倒されながら足コキされたいよね。
961231603459530753	レズ	いままでずっと彼氏欲しいって言ってたのに最近彼女欲しいになってるんだけど？？ リア友にレズよりのバイの子いるけど性格的に合わないからなぁ 好きな人欲しいねえ
961231416775229440	レズ	ツイ消しはホモなので消しません ちなみにレズです
961231305726832643	レズ	大井がレズ８ノンケ２だとしたら千代田はレズ２ノンケ８くらいがばがば
961231210373459969	レズ	ちなみに私はホモでもレズでもいける口ですっ!!(決めポーズ)
961231160113217539	レズ	@yomenikomiudon あぁ^〜 レズになる〜
961231156178968576	レズ	いいねした人たちは全員自分の娘っこがレズに舐められてもええんか…ええんか…？
961231069893746688	レズ	その子ね！｢もし私がレズだったら付き合える？…キスとか、できる…？｣って聞いてきたのこれ脈アリだよねそうだよね？？？？
961230972468436992	レズ	さやか、あいみ、みゃーこ先輩とノンケが続いた後にバレンタイン前半の締めがまどマギ界最強レズのほむらなの笑うしかないな
961230874774708224	レズ	@sato310911 なんかさとちゃん見習いたいんだよね、そのピュアな感じ羨ましい、、、あ、レズではありません！
961230779534618624	レズ	ゆるキャン△面白いし流行るのわかるんだけどもっと主人公とヒロインのレズ増えてもいいんやで？？
961230678376431616	レズ	@Cyi6Iよろしくお願いします！ 最近レズっけ出てきて少し気になったのでフォローさせてもらいました☺️ 良かったらDM解放お願いします
961230648886177792	レズ	@sa_ka_shira レズ風俗わろたｗｗｗ 自分もさかしらさんの引き出しの多さとセンスがﾄﾞﾁｬｸｿうらやましいのでお互い様ですね…！ありがとうございます！！
961230615583457281	レズ	@yukimyan_d @iwasleep CPL(コズミック サイコ レズ)凛さんですね。わかりますw
961230565247614978	レズ	新しいレズとの逢瀬は楽しく過ごせた。大学卒業して実家に戻ってから宅飲みってほとんど機会が無かったんだけど、好きなもの買ってまったり飲んで話すってやっぱ楽しいなー。相手さんも個性的で話の面白い人だったな。穏やかだけどどこか飄々としてて。年上と話すのはやっぱり面白い。
961230543961534470	レズ	レズ殺し(惑わす的な意味で)のノンケ女に殺されるレズの百合 みたいな本を知ってる同志はおりますでしょうか？？？？？？
961230500881883136	レズ	今でもシンプルにかわいい女の子が好みなんだけど実を言うと小倉優子さんが原点なんだよねー 小学生の頃めっちゃ好きだったし 今でも普通に好きだし ゆうこりん発祥でかわいい女の子好きになって後々レズ疑惑浮上するんだよ←
961230500730847232	レズ	@ran_1009_ wwwwwwwww すっごいすっごい大好きな女の子の事を、俺の嫁的なノリで嫁って呼んでるだけなので、レズじゃないはずです🙆笑
961230450613088256	レズ	そうですわ。レズ風俗とコスプレ風俗をフュージョンさせましょう。コスプレレズ風俗。これですわ！
961230446234238976	レズ	@NNNeaR_ うん、バイとかホモとかレズとか、、！ 軟骨痛いのかなぁ
961230204042592257	レズ	嫁はんはレズに友達がおるって言うてたけども、ワシの言う方が正しい 同性愛者で異性とセックスできるのは両刀使いの異常者しか知らんからな 遺伝子異常の病気やから原発に反対して内部被曝に注意やのにね 世界中で核実験してますし
961230071884267521	レズ	@Sf_pkmn01 ホモ！？！？！？レズ！？！？！？
961230062103052288	レズ	トカゲにはレズがいる。そしてイルカにはゲイがいる
961229971468398594	レズ	Pドルしかダメで百合も越境も見れない人もいれば越境NLはいいけどPドルも百合もダメって人もいれば百合！！！！レズ！！！！！！男は死ね！！！！！って人もいるしやっぱり自分の信じた道を歩んでいこうな……👊
961229930032898049	レズ	@yae_hiiro レズ特有のオーラが() ではなく、まさらとこころは妙に距離近いなーとか、まさらと話してるときのこころの声がワントーン高いとか、2人にしかない空気感を周りはなんとなく察してそうだなーと思いましたw
961229687375650816	レズ	よるのないくに果てしなくレズすぎる ありがとう
961229512825425921	レズ	たまに「私レズだからおっ█い見せて」って言ってくる女の子(ネカマ)がいるんだけど そーゆー子に 「自分のID書いたメモと自撮りして送って」って頼むと 高確率でおっぱい写メがくる。 んで「メモは？」って聞くと ブロックされる。謎。
961229506601037824	レズ	@itibanbosimomom ちがうんや…ワイがレズ以外受け付けないんや…(´;ω;｀)
961229109580869633	レズ	@yYK_CN 否定せずに逃げちゃうから寧ろ「あっ本当にレズなんだ！」って思われる説(( ですよねーー帰ってくるのは16日やで☺️
961229034381127683	レズ	片耳ピアスには、きちんとした意味があるそうです。基本的な意味合いとしては、『右耳＝守られる人』、『左耳＝守る人」を指し示すそうです。性別的な意味合いだと、男性の場合は、『左は、勇気と誇りの象徴。右は、ゲイの印』で、女性の場合は、『左は、レズの印。右は、優しさと成人女性の証』 ほお
961229006216425472	レズ	すわっぷ⇔すわっぷ、あやめちゃん左耳ピアスに見えるのでやはりレズ
961229006132539393	レズ	正直、提督しか男性がいないけれど、提督は人間じゃないですか。だから艦娘とは話が合わないんですよね。だから我が鎮守府はレズが大半です。
961228992220024832	レズ	@mu2imu2i レズは善きもの!!!
961228967771385856	レズ	@miyazawa_yukari 久々の2ショット。。 レズの作品2人ともとっても可愛かったですもんね。
961228688644718592	レズ	なんなんだろうね私？？レズなのかな？？バイなのかな？それともただその子だけ対象に含まれてるのか？？？
961228686727892996	レズ	レズ垢👩‍❤️‍👩 用語とかわかんないけど 13才/ドＭ/本名はDM来てくれたら教えます💭 #らぶりつください #お迎えいきます #フォロバ確定
961228667044032512	レズ	レズになっちゃった😊 私女の子しか好きになれないのか❀.(*´▽`*)❀. ちょっと彼氏と別れてくるね
961228594168061952	レズ	みんないい感じにレズをイライラさせてるね笑
961228290525511680	レズ	フォースは女の子が多い フォースはお金が掛かる。お金を持っている女の子はお嬢様 お嬢様は女の子が好き、つまりレズ レズはホモ 従ってフォースはホモ(Q.E.D)
961228141942341632	レズ	2014/10/30 あさか 「毎日のやりとり あさか「えりか、すき」 えりか「あさか、すき」 レズなの？ あさか「……ん？」 当たり前のことしてたのに びっくりした←」
959796465987076096	テンガ	ポケモンやらないで 錦糸町で#おっぱい 揉みまくりましょう #錦糸町いちゃキャバ　#セクキャバ #地震速報 #いちゃきゃば #テンガ #ポケモン #ポケモンGO
959784006551154688	テンガ	テンガってどんな感じなんだろうと思う2月3日
959783570691641344	テンガ	購入した商品の感想を投稿していただいたお客様の中から、毎月抽選で3名様に現金1万円が当たるキャンペーン実施中！1万円がお得にGETできるチャンス！ #TENGA #テンガ
959762830722449411	テンガ	@vc3000YESMAN トイズハートとかテンガとかが並んどるんか？
959761974375563264	テンガ	@tmYAtagaNX まだ、採点してないやつですか テンガ100パーセントやりましたか？
959711662910550016	テンガ	「カラオケで働いててー」 （takucho19だ…） 「テンガ持ってて～」 （takucho19だ…） 「たまにツイッターにきて荒らして～」 （takucho19だ…） 「極めつけのナオトインティライミ！」 （takucho19だ！）
959587058326081536	テンガ	テンガってちゃんと握らないとダメなんかな あんま気持ちよくなかった
959517728254996481	テンガ	すげー下品で申し訳ないんだけど、さっき二週間ぶりに致そうも思ってテンガ卵のサンダー使おうとしたわけ、そんでローションなかったからギャツビーのシェービングジェルのクールタイプ使ったのよ、めっちゃメントール効いてて亀頭が死んだ
959495488901808132	テンガ	とーかちゃんとつぼてぃーとテンガさんとがいたくん一生遊んでやらねぇ。俺と遊びたいくせに
959483299914694656	テンガ	パン屋さんで、パン挟む器具の名前がわからなくて「テンガ下さい」って言ってしもた…。トングだった…。しにたい…。
959467982022823936	テンガ	ハマー：体育館で昼寝してたらテンガが自分のズボン脱いで俺にかけてくれてて、起きた時「テンガ…ふだんキチガイみたいなことばっか言ってるのに優しいな…」って思っていい思い出みたいになっていたけど、よく考えてみるとやっぱりそれなりにクレイジーエピソードのひとつだった。
959421173774733312	テンガ	購入した商品の感想を投稿していただいたお客様の中から、毎月抽選で3名様に現金1万円が当たるキャンペーン実施中！1万円がお得にGETできるチャンス！ #TENGA #テンガ
959412808914845697	テンガ	サザンドラ→八岐大蛇 ブーバーン→あの悪感好き ゴルーグ→古代兵器 ダーテング→テンガ ここにネイティオとかネンドールとか入れたくなるよなぁ
959411486677323776	テンガ	ポケモンやらないで #おっぱい 揉みまくりましょう #錦糸町いちゃキャバ　#セクキャバ #墨田区 #錦糸町駅 #テンガ #ポケモン #ポケモンGO
959393201651048449	テンガ	@meka413 ならばテンガで我慢しなさい
959360313060544512	テンガ	ドンキとかも今日周ったんだけどどこ探してもゲームコーナーなくてテンガとかあるとこの前で止まってまさかこんなところにあるわけないよなーって思ったら見事にテンガの目の前だった 立ち止まって見てるの恥ずかしかったw
959342307043565569	テンガ	パン屋さんで、パン挟む器具の名前がわからなくて「テンガ下さい」って言ってしもた…。トングだった…。しにたい…。Qurulin_pa
959282797738278918	テンガ	@kihon2012 スケベ椅子の写真とかアップしてるしテンガwですもんね。でもこのアカウントは本人なんですかね？ どうなってるんだろう。ワケワカメ。
959262351076683776	テンガ	何か塗ってとか、おもちゃとかないなあ、そういえば テンガ買ったけど四年ぐらい使わずに置いてあるな、守り神かしら
959202070329942016	テンガ	テンガってちゃんと握らないとダメなんかな あんま気持ちよくなかった
961219331475451905	TENGA	道具にお金より経験にお金使った方が得...つまりTENGA買うより風俗行けと😂
961218617680445440	TENGA	TENGAって何ですか？ ってママが店員に聞いたんだろね 恥ずかしくて帰ってきたって ママみたいに天然にはなりたくないと 改めて思う娘でした。
961218420082540544	TENGA	キャバ嬢とLINE交換したことあるけど、何処の店の嬢かもう覚えていない。唯一覚えているのは高級TENGA買ってあげるから感想聴かせてと言ってきた嬢だ。
961218399027122177	TENGA	@blb_b_luvp いや会えてTENGAくんにしよ
961217998517239808	TENGA	TENGAバイブってそのまま使っても普通に気持ちいいんだけど、TENGAバイブの使い手みたいな男の人に一回出会ったことがあって、いやまじ意味分からないくらい気持ちよくて、本当にもうやばかった。あれはもうまじやばい。（語彙力）
961216600648032256	TENGA	@chair0504 南野くんに台湾のTENGA買ってきてもらってや
961216555571757058	TENGA	誕プレにTENGA貰ったけど 家にいい隠し場所ないから 常にバッグにいれてるんだけど TENGAを持ち歩くクソ変態野郎になってねえか？
961216079694512128	TENGA	@CELSIORAK69 だけどこのままじゃTENGA震える俺のiPhoneXが
961215456508915712	TENGA	@9MTMT 次は手にTENGAつけちゃうのかな？
961215338800070656	TENGA	ふみお兄様、TENGAとずっと一緒にいてくれるよね？
961215277114441728	TENGA	やったら即家帰るけど終電逃したらお前はホテル泊まれば？ってさ、、、自分の欲だけ満たして帰るって事ですよね。ほうほう、、ただの性欲処理器じゃないですか。しゃべるTENGAじゃないですか。改めて利用されてることがわかった。
961214767208718336	TENGA	@m98CoFD あ〜TENGAのここがいいっすねぇ😇 って解説してくれます！きっとｗｗｗｗｗｗ
961214644336521216	TENGA	友人がタバコとライターをくれたけど正直TENGAの方が100倍ほしかった。
961214058438340608	TENGA	@u7_m10 大人なガチャガチャの回し方をしてしまったのでね😎✨ 思わずアイコンにしてしまったよ💝←ただ欲しいのが出なかっただけwカッコつけるなww TENGA貯金箱さんは私に舞い降りる事は無さそうなので、まろにーちゃん頑張ってー󾬍💕←他力本願でゴメンなさい( ´•ᴗ•ก)💦
961214049080918016	TENGA	TENGAシフトノブ作ったところで、ひーさまのVitzにもパンダちゃんの33にも付けれくれないだろうから、やはりコペン用に作るしか…！ (車検後にやろう…ﾎﾞｿｯ)
961213974850125825	TENGA	@Tomoya_minority 頑張れTENGA
961213698311274496	TENGA	@k_maekawa64 @YouTube ちょっと！！ うちの犬が咥えて弄んでるものをTENGA呼ばわりするとはwww
961213455964368896	TENGA	@takkuxutv ＢＵＮＺＩＮさんの動画に出てくるコカコーラピーチがサムネでTENGAに見えました 治す方法はありますか？
961212830795014144	TENGA	@pom_de_ringo TENGA貯金箱で教育資金貯めるって！オツやなぁ〜(*’艸3`):;*｡www それを数年後にこりんごちゃんがANNに✉して源くんが読むwみたいな(*´ω`*ﾉﾉ☆ﾊﾟﾁﾊﾟﾁ
961211625159053312	電マ	口枷を使う時は電マでクリを責めて何回もイカせてほしい。叫びたくなってもうまく叫べないのがすっごい感じるo(＠＾◇＾＠)o #RTした人にやる #RTで私を有名にしてください
961211589759156227	電マ	@yama_tak_ たぶん小電マ町のぽっぽっ屋です。 オレが行ってた頃とは場所が少し違う、数百メートルくらい引っ越したみたい。メニューは限定の汁なしとかだったと思います。
961211546025078786	電マ	うーん。。。一人で電マじゃものたりないよ。。。だれか当てて
961211408330383362	電マ	電マで腰がガクガクしてくると相手がめっちゃ興奮してもっとしてくる。気持ちイイから嬉しいけど調子ノんなよっщ(ﾟДﾟщ)
961211249928290304	電マ	いつものセフレは「もうホントにだめ！」って言えば止めてくれるんだけど、昨日はテープで口ふさがれちゃったからずっと電マされてた。クリ痛い。 #裏垢女子
